SMILES,Caco2,CYP1A2i_c,CYP2C9i_c,CYP2C19i_c,CYP3A4i_c,CYP2D6i_c,CYP1A2s,CYP2C9s,CYP2C19s,CYP2D6s,CYP3A4s,HLM,DLM,RLM,hERG
C[C@@H](Oc1nnc(c2ccncc2)n1C)c3noc(n3)c4cccc(Cl)c4,,,,,,,,,,,,,,,1
CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(CO)cc24,,,,,,,,,,,,,,,1
COCCOCC#Cc1cc(cs1)c2[nH]nc3c2Cc4ccc(Cn5cncn5)cc34,,,,,,,,,,,,,,,1
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCN(CC(O)c4cc(C5CC5)c(cn4)C#N)CC3,,,,,,,,,,,,,,,1
FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)N4CCCC(C4)C(=O)N5CCCC5)c2,,,,,,,,,,,,,,,1
OC1(CNC(=O)C2CCN(Cc3ccn(c3)c4ccc(cc4)C(F)(F)F)CC2)CCCCC1,,,,,,,,,,,,,,,1
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc5CCOc5c4,,,,,,,,,,,,,,,1
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNCC3)Oc4ccccc24,,,,,,,,,,,,,,,1
Cc1cccc(N2CCN(CCNC(=O)c3cc(n(C)c3C)C(C)(C)C)CC2)c1C,,,,,,,,,,,,,,,1
C[C@H]1C[C@H]2CSC(=N[C@]2(CO1)c3ncc(NC(=O)c4ccc(OC(F)F)cn4)s3)N,,,,,,,,,,,,,,,1
CCNC(=O)c1ccc(cc1)C2=CC3(CCNCC3)Oc4ccccc24,,,,,,,,,,,,,,,1
CC[C@@H](O)C(C[C@@H](C)NC)(c1ccccc1)c2ccccc2,,,,,,,,,,,,,,,1
COc1cccc(c1)c2cccc(c2)C3(SCC(=N3)N)c4ccncc4,,,,,,,,,,,,,,,1
CN(C)c1cccc(c1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4nn(C)c5ccc(cc45)C(F)(F)F,,,,,,,,,,,,,,,1
NC1(Cc2nc(c[nH]2)c3ccc(OC(F)(F)F)cc3)COC1,,,,,,,,,,,,,,,1
COc1cc(ccc1CN)C(=O)N2C[C@H](C[C@H]2C(=O)N[C@H]3CCCC[C@@H]3c4ccccc4)n5cc(nn5)C6CC6,,,,,,,,,,,,,,,1
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CN(C(=O)O4)c5ccns5,,,,,,,,,,,,,,,1
CN1N=CC(=CC1=O)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2=O,,,,,,,,,,,,,,,1
Cc1c(CCN2CCN(CC2)C(=O)Cc3cnc(cn3)n4cnnn4)ccc5C(=O)OCc15,,,,,,,,,,,,,,,1
CC(C)Oc1cc(ccc1F)[C@@](Cc2ccccc2)(NCC(O)C(O)(C(F)(F)F)C(F)(F)F)c3cc(F)cc(OC(F)(F)C(F)F)c3,,,,,,,,,,,,,,,1
FC(F)(F)c1cccc(c1)C(=O)NCC(=O)NC2CN(C2)[C@@H]3CC[C@H](CC3)c4cnccn4,,,,,,,,,,,,,,,1
CC(C)C(=O)N1CCc2c(C1)nc(C)n2[C@H]3C[C@H]4CC[C@@H](C3)N4CC[C@H](NC(=O)C)c5cccc(F)c5,,,,,,,,,,,,,,,1
CC(C)Oc1cc(ccc1F)[C@@](Cc2ccccc2)(NC[C@H](O)C(F)(F)F)c3cc(F)cc(OC(F)(F)C(F)F)c3,,,,,,,,,,,,,,,1
CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1c3cnn(C)c3,,,,,,,,,,,,,,,1
COc1ccc(cn1)c2ccc3ncnc(c4cccc(c4)C(=O)N5CCN(C)CC5)c3c2,,,,,,,,,,,,,,,1
COc1ccc(cn1)[C@@H]2CC[C@@H](CC2)N3CC(C3)NC(=O)CNc4nn(C)c5ccc(cc45)C(F)(F)F,,,,,,,,,,,,,,,1
Fc1cncc(F)c1CC2(Cc3c(F)cncc3F)c4ccccc4C(=O)c5ccccc25,,,,,,,,,,,,,,,1
NC(=O)n1nc(NCC(=O)NC2CN(C2)[C@@H]3CC[C@@H](CC3)c4ccc5OCOc5c4)c6cc(ccc16)C(F)(F)F,,,,,,,,,,,,,,,1
C[C@H]1N(CCn2c1nnc2c3nc(C)c(C)s3)C(=O)c4ccc(cc4)c5cccs5,,,,,,,,,,,,,,,1
CNC(=O)CN1CCC(CC1)n2nc(C)c(Nc3ncc(Cl)c(n3)c4cnn5ccccc45)c2C,,,,,,,,,,,,,,,1
C(C(c1cccnc1)c2cccnc2)c3ccccc3c4cncc5ccccc45,,,,,,,,,,,,,,,1
Nc1n[nH]c(n1)N2CCC(CC2)N3CCOC[C@@H]3Cc4ccc(Cl)cc4,,,,,,,,,,,,,,,1
O[C@H]1CN2[C@H]3CC(C[C@H]2CC1C3)OC(=O)c4c[nH]c5ccccc45,,,,,,,,,,,,,,,1
O=C(OC1C[C@H]2CC3C[C@H](C1)N2CC3=O)c4c[nH]c5ccccc45,,,,,,,,,,,,,,,1
CN(C)CC(O)Cn1ncc2cc(ccc12)N3C=CC(=CC3=O)OCc4ccccc4,,,,,,,,,,,,,,,1
CN(C\C=C\C=C\c1ccc(cc1)C(F)(F)F)Cc2ccc3OCCOc3c2,,,,,,,,,,,,,,,1
CC(C)(C)S(=O)(=O)c1ccc2nccc(Nc3[nH]nc4ncc(F)cc34)c2c1,,,,,,,,,,,,,,,1
COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)c5ccccc5F)c2c1,,,,,,,,,,,,,,,1
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCCOc5c4)CC3,,,,,,,,,,,,,,,1
OCCN(CCc1c[nH]c2ccccc12)Cc3ccc(\C=C\C(=O)NO)cc3,,,,,,,,,,,,,,,1
Cc1nc(CN(C2CCN(CC2)C3(C)CCN(CC3)C(=O)c4c(C)cc[n+]([O-])c4C)c5ccccc5)cs1,,,,,,,,,,,,,,,1
COc1ccc(CCNCCCNC(=O)c2ccc(cc2)[N+](=O)[O-])cc1OC,,,,,,,,,,,,,,,1
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4=O)c5ncns5,,,,,,,,,,,,,,,1
CC1=NC(N=C1N)(C2CC2)c3cccc(c3)c4cncc(Cl)c4,,,,,,,,,,,,,,,1
NC(=O)c1c2CC[N+]3(CCOCC3)Cc2sc1NC(=O)Nc4ccc(Cl)cc4,,,,,,,,,,,,,,,1
CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@@H](C)[C@@H](CC[C@H]3C[C@H](O)CC(=O)O3)[C@@H]12,,,,,,,,,,,,,,,1
O[C@@]1(CC[C@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(nc4)C#N,,,,,,,,,,,,,,,1
CN(C)CCNC(=O)[C@H]1[C@@H](Cc2ccccc12)NC(=O)c3cc4ccccc4[nH]3,,,,,,,,,,,,,,,1
OC(=O)c1ccccc1CN2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,,,,,,,,,,,,,,,1
OC(=O)Cc1ccccc1N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,,,,,,,,,,,,,,,1
Clc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCCCC4)nn3,,,,,,,,,,,,,,,1
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCC4)nn3,,,,,,,,,,,,,,,1
Fc1ccc(cc1)C(=O)N2CCN(C(=O)C2)c3ccc(OCCCN4CCCCCC4)cc3,,,,,,,,,,,,,,,1
O=C(N1CCN(C(=O)C1)c2ccc(OCCCN3CCCCCC3)cc2)c4ccc(cc4)C#N,,,,,,,,,,,,,,,1
CCN(CC)CCCNc1oc(nn1)c2ccc(NC(=O)c3ccccc3F)cc2,,,,,,,,,,,,,,,1
CCOc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCCCC4)nn3,,,,,,,,,,,,,,,1
O=C1O[C@@]2(CC[C@H](CC2)c3nc4cc(ccc4[nH]3)C#N)CN1c5ccccn5,,,,,,,,,,,,,,,1
Fc1cc(F)cc(c1)C(=O)N2CCN(C(=O)C2)c3ccc(OCCCN4CCCCCC4)cc3,,,,,,,,,,,,,,,1
C[C@H]1CCCN1CCCOc2ccc(cc2)N3CCN(CC3=O)C(=O)c4cc(F)cc(F)c4,,,,,,,,,,,,,,,1
OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,,,,,,,,,,,,,,,1
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCN4CCN5CCC4CC5)nn3,,,,,,,,,,,,,,,1
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCOCC4)nn3,,,,,,,,,,,,,,,1
Clc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,,,,,,,,,,,,,,,1
COc1ccc(Nc2cc(NCCN)nnc2C(=O)N)nc1C(C)C,,,,,,,,,,,,,,,1
CN1CCN(CC1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCCC(F)(F)F)nc4,,,,,,,,,,,,,,,1
COc1cnc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(COCC(F)(F)F)nc4,,,,,,,,,,,,,,,1
Fc1ccccc1C(=O)Nc2ccc(cc2)c3oc(NCCCCN4CCCCC4)nn3,,,,,,,,,,,,,,,1
COc1ncc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCCC(F)(F)F)nc4,,,,,,,,,,,,,,,1
CN1C=C(C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3)C(=CC1=O)C(F)(F)F,,,,,,,,,,,,,,,1
CC(C)c1cc(cc2nc(oc12)c3ccc(cc3)C(=O)NCC4CN(C(=O)O4)c5ccc(cn5)c6ccc(C)s6)C#N,,,,,,,,,,,,,,,1
CCN(CC)C(=O)c1ccc(cc1)C2=CC3(CCCNC3)Oc4ccccc24,,,,,,,,,,,,,,,1
FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)NC(c4ccccc4)c5ncc[nH]5)c2,,,,,,,,,,,,,,,1
C(N1CCN(Cc2onc(n2)c3ccccc3)CC1)c4ccccc4,,,,,,,,,,,,,,,1
FC(F)(F)Oc1cccc(c1)c2ncccc2CC(c3cccnc3)c4cccnc4,,,,,,,,,,,,,,,1
CC[C@H]([C@@H](C)CN(C)C)c1cccc(O)c1,,,,,,,,,,,,,,,1
CCCc1nc(C)c2c(O)nc(nn12)c3cc(ccc3OCC)S(=O)(=O)N4CCN(CC)CC4,,,,,,,,,,,,,,,1
CC1(C)Cc2c(CN3CCC4(CC3)CCN(CC4)C(=O)c5ccc(N)cn5)cccc2O1,,,,,,,,,,,,,,,1
CN(C)Cc1cc2CCN(Cc2cc1C)C(=O)c3cc4cc(Cl)ccc4n3C,,,,,,,,,,,,,,,1
C(N1CCN(Cc2nc3ccccc3s2)CC1)c4onc(n4)c5ccccc5,,,,,,,,,,,,,,,1
C[C@@H]1CCCN1CCCOc2ccc(cc2)C3=NN(C)C(=O)C=C3,,,,,,,,,,,,,,,1
CCCCN1CCCC[C@H]1C(=O)Nc2c(C)cccc2C,,,,,,,,,,,,,,,1
CN[C@@H]1CC[C@@H](CC1)N2CCc3ccc(NC(=N)c4cccs4)cc23,,,,,,,,,,,,,,,1
CS(=O)(=O)N1CCN(Cc2ccc3CC(CCc3c2)N4CCN(CCc5ccc(F)cc5)CC4=O)CC1,,,,,,,,,,,,,,,1
N=C(Nc1ccc2N(CCc2c1)C3CCNCC3)c4cccs4,,,,,,,,,,,,,,,1
OC(CN1CCC(O)(CC1)c2cccc(F)c2)c3ccc4NC(=O)CCc4c3,,,,,,,,,,,,,,,1
CNc1noc2c(c(C)ccc12)c3ccc4c(nncc4c3)N5CCOC[C@@H]5C,,,,,,,,,,,,,,,1
CC(C)(C)NC(=O)NCCN1CC(C1)NC(=O)c2cc(Cl)cc(Cl)c2,,,,,,,,,,,,,,,1
O[C@H]1CN(C[C@@H]2CCc3cccnc3[C@@H](O)C2)CC[C@@H]1c4ccc(F)cc4Cl,,,,,,,,,,,,,,,1
Cc1cc(F)ccc1[C@@H]2CCN(C[C@@H]3CCc4cccnc4[C@@H](O)C3)C[C@H]2O,,,,,,,,,,,,,,,1
Oc1nc2cccnc2n1C3CCN(CCCN4C(=O)COc5ccccc45)CC3,,,,,,,,,,,,,,,1
Cc1cccnc1n2cc(CN3CCC4(CC3)OCc5ccccc45)c(C)n2,,,,,,,,,,,,,,,1
CC(C)(C)NC(=O)NCCN1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,,,,,,,,,,,,,,,1
COc1ccc(cc1)C2=CC(=O)c3cc(Cl)ccc3O2,,,,,,,,,,,,,,,1
CCN(C1CCN(CCC(N2CCN(CC2)c3ccccc3)c4ccccc4)CC1)C(=O)Cc5ccc(cc5)S(=O)(=O)C,,,,,,,,,,,,,,,1
CNC(C(=O)N[C@](Cc1ccccc1)(c2ccc(F)cc2)c3cc(F)cc(c3)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F,,,,,,,,,,,,,,,1
CNC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN2CCC3(CC2)Cc4cc(F)ccc4O3,,,,,,,,,,,,,,,1
CCN(CC)Cc1ccc2CC(CCc2c1)N3CCN(CCc4cccs4)CC3=O,,,,,,,,,,,,,,,1
NC(=O)c1cn(nc1Nc2ccc(cc2)n3ccnn3)[C@H]4COCC[C@@H]4C#N,,,,,,,,,,,,,,,1
Cc1nnc2c3cc(C4CCCCC4)c(cc3n(C[C@H](F)CN)c(O)c12)C5CCCCC5,,,,,,,,,,,,,,,1
CN1CCN(CC1)c2ccc(Nc3nccc(n3)c4sc(nc4c5ccc(F)cc5)C6CCNCC6)cc2,,,,,,,,,,,,,,,1
Fc1cccc(c1F)c2ccc3[nH]nc(C(=O)NC4CCOC4)c3c2,,,,,,,,,,,,,,,1
CC(C)[C@H]1N(CCn2c(Nc3ccc(F)c(Cl)c3)c(nc12)c4ccc(F)cc4)C(=O)CN,,,,,,,,,,,,,,,1
CC1(C)N(CCn2c(Nc3ccc(F)cc3)c(nc12)c4ccc(F)cc4)C(=O)CN,,,,,,,,,,,,,,,1
Cc1[nH]c2ccccc2c1C3CCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3,,,,,,,,,,,,,,,1
Cc1[nH]nc2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,,,,,,,,,,,,,,,1
COc1ccccc1OCC(O)CN2CCN(CC(=O)Nc3c(C)cccc3C)CC2,,,,,,,,,,,,,,,1
NC(=O)c1cnc2[nH]ccc2c1NC3CCN(CC3)c4ccc(cn4)C#N,,,,,,,,,,,,,,,1
C[C@@H]1CN(C[C@H](C)N1)c2c(F)c(N)c3C(=O)C(=CN(C4CC4)c3c2F)C(=O)O,,,,,,,,,,,,,,,1
CC(C)(C)c1[nH]c2ccccc2c1C3CCCN(Cc4ccc(\C=C\C(=O)NO)cc4)C3,,,,,,,,,,,,,,,1
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4cc5OCOc5cc4Cl)CC3,,,,,,,,,,,,,,,1
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C5=NN(C6CCCC6)C(=O)C=C5)C4=O,,,,,,,,,,,,,,,1
O[C@@]1(CC[C@@H](CC1)N2CC(C2)NC(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc5OCOc5c4,,,,,,,,,,,,,,,1
CC(C1CC1)n2cc(Nc3nc(N)nc(n3)c4cccc(N5C=Cc6cc(cc(F)c6C5=O)C7CC7)c4CO)cn2,,,,,,,,,,,,,,,1
CCN1CCc2cc(ccc2C1=O)C3=CC4(CCNCC4)Oc5ccccc35,,,,,,,,,,,,,,,1
NS(=O)(=O)c1ccc(OCCCCN2CCCCC2)cc1,,,,,,,,,,,,,,,1
CS(=O)(=O)c1ccc(cn1)c2cccc(c2)N3C=C(C(=O)NC4CC4)C(=O)c5cccnc35,,,,,,,,,,,,,,,1
Clc1ccc(cc1Cl)[C@H]2CNCC=CC2,,,,,,,,,,,,,,,1
C[C@@H]1CCCN1CCCOc2ccc(cc2)c3ccc(O)nn3,,,,,,,,,,,,,,,1
CN(C1CCN(CCF)CC1)C(=O)N2CC(=C[C@@]2(CO)c3ccccc3)c4cc(F)ccc4F,,,,,,,,,,,,,,,1
Cn1cc(cn1)[C@H]2C[C@H]3[C@@H](CF)SC(=N[C@]3(CO2)c4ccc(F)cc4F)N,,,,,,,,,,,,,,,1
Cc1cc2C(=Nc3ccccc3Nc2s1)N4CCNCC4,,,,,,,,,,,,,,,1
Cc1cn2C=CN(CC3(CC3)c4ccc(cc4)C(F)(F)F)C(=O)c2n1,,,,,,,,,,,,,,,1
CCSc1ncccc1C(=O)N2CCC(NCc3cncn3Cc4ccc(cc4)C#N)C2=O,,,,,,,,,,,,,,,1
CN([C@H]1CCc2cc(CN3CCN(CC3)C(=O)C)ccc2C1)C(=O)c4ccc(cn4)c5ccc(F)cc5,,,,,,,,,,,,,,,1
FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC(=O)N4CCN(CC4)C(=O)N5CCCC5)CC3)c2,,,,,,,,,,,,,,,1
COc1ccc2ncc(F)c(CC(N)C34CCC(CC3)(CO4)NCc5ccc6OCC(=O)Nc6n5)c2n1,,,,,,,,,,,,,,,1
COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OC4CCN(CC4)C5CCC5)cc3,,,,,,,,,,,,,,,1
O=C1NCC(c2ccccc2)C13CCN(CC3)C4(CCOCC4)c5ccccc5,,,,,,,,,,,,,,,1
CN1C(C)(C)CC(CC1(C)C)Nc2nc3c(cnn3c(N)c2c4ccccc4)c5ccc(cc5)C(=O)N6CCN(CC6)S(=O)(=O)C,,,,,,,,,,,,,,,1
COc1cc(ccc1CN)C(=O)N2C[C@H](C[C@H]2C(=O)N3CC[C@@H](C3)c4ccccc4)n5cc(nn5)C6CC6,,,,,,,,,,,,,,,1
Cc1nc(ccc1C#N)C(O)CN2CCN(C[C@H](O)c3ccc4C(=O)OCc4c3C)CC2,,,,,,,,,,,,,,,1
CC(C)(C)OC(=O)N1CCC(CC1)N2C(C(=O)NCc3ccc(OC(F)(F)F)cc3)c4ccccc4C2=O,,,,,,,,,,,,,,,1
CCC[C@@H]1C[C@@H](CC[C@@H]1N2CC[C@H](NC(=O)c3cc(ccc3NC(=O)NCC)C(F)(F)F)C2=O)N(C)C(C)C,,,,,,,,,,,,,,,1
Cc1cc(C)nc(Nc2cc(NC[C@@H](N)CCS(=O)(=O)C)cnc2C(=O)N)c1,,,,,,,,,,,,,,,1
O=C1C=C(Oc2c1cccc2c3cccc4c5ccccc5sc34)N6CCOCC6,,,,,,,,,,,,,,,1
FC(F)(F)Cc1ccc(CNC(=O)C2N(CCc3ccccn3)C(=O)c4ccccc24)cc1,,,,,,,,,,,,,,,1
CCN(C1CCN(CC[C@H](C2CCN(CC2)S(=O)(=O)C)c3cc(F)cc(Cl)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,,,,,,,,,,,,,,,1
CN(C1CC(C)(C)NC(C)(C)C1)c2ccc(nn2)c3cc4cnccc4cc3O,,,,,,,,,,,,,,,1
C[C@](N)(CF)c1nc(c[nH]1)c2ccc(OC(F)(F)F)cc2,,,,,,,,,,,,,,,1
C[n+]1c(cccc1C#CCOc2ccccc2)C#CCOc3ccccc3,,,,,,,,,,,,,,,1
[O-][n+]1ccc(cc1)C(=O)N2CCC3(CCN(Cc4cccc(Oc5ccccc5)c4)CC3)CC2,,,,,,,,,,,,,,,1
Cc1c2COC(=O)c2ccc1[C@@H](O)CN3CCC4(CC3)CCN(C4)c5ccc(cn5)S(=O)(=O)C,,,,,,,,,,,,,,,1
CC#Cc1cncc(c1)c2cccc(c2)C3(N=C(C)C(=N3)N)C4CC4,,,,,,,,,,,,,,,1
Cc1ccc(CCOCC#Cc2cccc(C#CCOCCc3ccc(C)cc3)[n+]2C)cc1,,,,,,,,,,,,,,,1
CCCCN(CC)CC#CCOc1ccc(Cl)cc1,,,,,,,,,,,,,,,1
CCOc1ccc(cn1)[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,,,,,,,,,,,,,,,1
COc1cc2nccc(Nc3[nH]nc(C)c3C)c2cc1S(=O)(=O)C(C)(C)C,,,,,,,,,,,,,,,1
CC(C)Cc1cc(CNS(=O)(=O)c2cccc(F)c2)nn1c3ccccc3,,,,,,,,,,,,,,,1
Cc1nsc(n1)N2CCC3(CCN(C[C@H](O)c4ccc5C(=O)OCc5c4C)CC3)C2=O,,,,,,,,,,,,,,,1
Fc1cccc(c1F)c2ccc3[nH]nc(C(=O)NC4CCS(=O)(=O)C4)c3c2,,,,,,,,,,,,,,,1
Cn1cnc(c1)C(=O)N(CC2[C@H]3CNC[C@H]23)Cc4ccc(F)c(Cl)c4,,,,,,,,,,,,,,,1
COc1ccccc1OC[C@@H](O)CN2CCN(CC(=O)Nc3c(C)cccc3C)CC2,,,,,,,,,,,,,,,1
CN(C1CCN(C)CC1)C(=O)N2CC(=C[C@@]2(CO)c3ccccc3)c4cc(F)ccc4F,,,,,,,,,,,,,,,1
Cn1cnc(c1)C(=O)N(C[C@@H]2[C@H]3CNC[C@@H]23)Cc4ccc(F)c(Cl)c4,,,,,,,,,,,,,,,1
FC(F)(F)c1ccc(cc1)n2ccc(CN3CCC(CC3)NC(=O)NCc4nc5ccccc5[nH]4)c2,,,,,,,,,,,,,,,1
COc1ccc(CN2CCC(CC2)NC(=O)C3=CC(=O)c4ccc(F)cc4O3)c(F)c1,,,,,,,,,,,,,,,1
CN1CCN2[C@@H](C1)c3ccccc3Cc4ccccc24,,,,,,,,,,,,,,,1
Cc1[nH]c2ccccc2c1CCN3CCc4cc(\C=C\C(=O)NO)ccc4C3,,,,,,,,,,,,,,,1
CN(CCO)C(=O)N1CC(=C[C@@H]1c2cccc(O)c2)c3cc(F)ccc3F,,,,,,,,,,,,,,,1
Nc1ccccc1NC(=O)C=Cc2ccc(cc2)[C@H]3CN(CCO)C[C@@H]3C(=O)Nc4ccc(Cl)cc4,,,,,,,,,,,,,,,1
CN1CC=CCC(C1)c2oc3ccccc3c2,,,,,,,,,,,,,,,1
CN(CCO)C(=O)N1CC(=C[C@H]1c2cccc(O)c2)c3cc(F)ccc3F,,,,,,,,,,,,,,,1
OC(=O)CN(C1(CCC1)c2ccc(cc2)c3ccccc3OC(F)(F)F)S(=O)(=O)c4ccc(OC(F)F)cc4,,,,,,,,,,,,,,,1
O=C1CCCN1C2CCN(Cc3ccc(Oc4nc5ccccc5s4)cc3)CC2,,,,,,,,,,,,,,,1
NC(CF)(CF)c1nc(c[nH]1)c2ccc(OC(F)(F)F)cc2,,,,,,,,,,,,,,,1
CCN1C=C(C=C(C)C1=O)C2(N=C(N)c3c(F)cccc23)c4cccc(c4)c5cncnc5,,,,,,,,,,,,,,,1
CC(C)c1c(CN[C@H]2CC[C@@H](F)C2)nc(c3ncccc3Cl)n1c4ccc(C)nc4,,,,,,,,,,,,,,,1
Cn1ccnc1[C@@]2(O)CC[C@H](CC2)N3CC(C3)NC(=O)CNC(=O)c4cccc(c4)C(F)(F)F,,,,,,,,,,,,,,,1
CC(=O)N1CCN(CC1)[C@@H]2C[C@@H](C2)n3cc(c4cccc(OCC56CCC(CC5)O6)c4)c7c(N)ncnc37,,,,,,,,,,,,,,,1
CCc1c(CN[C@H]2CC[C@@H](F)C2)nc(c3ncccc3Cl)n1c4ccc(C)nc4,,,,,,,,,,,,,,,1
CC(C)Cc1cc(CNC(=O)C2C3CN(CC23)C(=O)c4ccccc4)nn1c5ccccc5,,,,,,,,,,,,,,,1
Fc1ccc2C(=O)C=C(Oc2c1)C(=O)NC3CCN(Cc4ccc5OCOc5c4)CC3,,,,,,,,,,,,,,,1
CC(C)COc1ccccc1CN2CCC3(CC2)CCN(CC3)C(=O)c4ccncc4,,,,,,,,,,,,,,,1
COc1ccccc1Oc2cccc(CN3CCC4(CC3)CCN(CC4)C(=O)c5cccc[n+]5[O-])c2,,,,,,,,,,,,,,,1
CN(C1CCN(CC1)C2CC2)C(=O)N3CC(=C[C@@]3(CO)c4ccccc4)c5cc(F)ccc5F,,,,,,,,,,,,,,,1
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)[C@H](CC(=O)N)NC(=O)c4ccc5ccccc5n4,,,,,,,,,,,,,,,1
ONC(=O)\C=C\c1ccc(CN2CCCC(C2)c3c[nH]c4ccccc34)c(F)c1,,,,,,,,,,,,,,,1
C1NCC(CC=C1)c2ccc3ccccc3c2,,,,,,,,,,,,,,,1
CCOC(=O)N1CCN(Cc2onc(n2)c3cccc(Cl)c3)CC1,,,,,,,,,,,,,,,1
C(C1CC1)n2cc(c3ccncc3)c4ccncc24,,,,,,,,,,,,,,,1
Cc1[nH]nc(Nc2ccnc3ccc(cc23)S(=O)(=O)C(C)(C)C)c1C,,,,,,,,,,,,,,,1
CCC(O)(CC)c1cn(c2ccc(F)cc2)c3ccc(Cl)cc13,,,,,,,,,,,,,,,1
Fc1cncc(c1)c2cc(NC(=O)CCCN3CCCCC3)[nH]n2,,,,,,,,,,,,,,,1
CC(C)CC(N(C)C)C1(CCC1)c2ccc(Cl)cc2,,,,,,,,,,,,,,,1
FC1CCN(CCCCNc2oc(nn2)c3ccc(NC(=O)c4ccccc4F)cc3)CC1,,,,,,,,,,,,,,,1
Fc1ccc(C(=O)N2CCN(C(=O)C2)c3ccc(OCCCN4CCCC4)cc3)c(F)c1,,,,,,,,,,,,,,,1
OCc1ccc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCCOCC(F)(F)F)nc4,,,,,,,,,,,,,,,1
OCc1cc(ccn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(OCC(F)(F)F)nc4,,,,,,,,,,,,,,,1
O=C(Nc1ccc(cc1)c2oc(NCCCN3CCCCC3)nn2)c4ccccc4,,,,,,,,,,,,,,,1
COc1ncc(cn1)c2cccc3OC[C@H](Cc23)NC(=O)c4ccc(COCC(F)(F)F)nc4,,,,,,,,,,,,,,,1
Cc1cc(ccc1NC(=O)c2ccccc2F)c3oc(NCCCN4CCCCC4)nn3,,,,,,,,,,,,,,,1
Fc1cc(NC(=O)c2ccccc2)ccc1c3oc(NCCCCN4CCOCC4)nn3,,,,,,,,,,,,,,,1
COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCN4CCOCC4)nn3,,,,,,,,,,,,,,,1
COc1cc(NC(=O)c2ccccc2F)ccc1c3oc(NCCCCN4CCCCC4)nn3,,,,,,,,,,,,,,,1
Cc1nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)ccc1F,,,,,,,,,,,,,,,1
O=C(N1CCN(C(=O)C1)c2ccc(OCCCN3CCCC3)cc2)c4ccc(cc4)C#N,,,,,,,,,,,,,,,1
